,Title,ReleaseYear_x,CriticsTomatometer,MovieUrl,AORotFresh,Genre,Run_Time,Studio,LifetimeGross,LifetimeTheaters,OpeningGross,OpeningTheaters,ReleaseYear_y
1053,O' Horten,2007,91%,/m/ohorten/,1,Art House & International,90 minutes,,,,,,
1054,Terminator Salvation,2009,33%,/m/terminator_4/,1,Action & Adventure,115 minutes,WB,"$125,322,469","3,602","$42,558,390","3,530",5/21/2009
1055,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country),2008,97%,/m/burma-vj/,1,Art House & International,85 minutes,,,,,,
1056,Jerichow,2008,88%,/m/jerichow/,1,Art House & International,89 minutes,CGld,"$60,379",3,"$8,042",3,5/15/2009
1057,L'Heure d'été (Summer Hours),2009,93%,/m/summer_hours/,1,Art House & International,102 minutes,,,,,,
1058,Angels & Demons,2009,37%,/m/1189217-angels_and_demons/,0,Drama,139 minutes,,,,,,
1059,Little Ashes,2009,24%,/m/little_ashes/,0,Drama,112 minutes,Reg.,"$481,586",16,"$73,394",12,5/8/2009
1060,Outrage,2009,78%,/m/10011262-outrage/,1,Documentary,90 minutes,,,,,,
1061,Rudo y Cursi,2009,73%,/m/rudo_y_cursi/,1,Comedy,102 minutes,,,,,,
1062,Üç Maymun (Three Monkeys),2008,78%,/m/three_monkeys/,1,Art House & International,109 minutes,,,,,,
1063,Revanche,2009,96%,/m/10009738-revanche/,1,Art House & International,121 minutes,Jan.,"$192,451",10,"$16,330",3,5/1/2009
1064,X-Men Origins - Wolverine,2009,38%,/m/wolverine/,0,Action & Adventure,107 minutes,,,,,,
1065,The Informers,2009,13%,/m/10008991-informers/,0,Drama,98 minutes,SenD,"$300,000",482,"$300,000",482,4/24/2009
1066,Tyson,2009,85%,/m/1208128-tyson/,1,Documentary,90 minutes,SPC,"$887,918",56,"$85,046",11,4/24/2009
1067,Fighting,2009,39%,/m/fighting/,1,Action & Adventure,105 minutes,Uni.,"$23,091,010","2,312","$11,024,370","2,309",4/24/2009
1068,State of Play,2009,84%,/m/1193230-state_of_play/,0,Drama,127 minutes,Uni.,"$37,017,955","2,807","$14,071,280","2,803",4/17/2009
1069,Sleep Dealer,2009,70%,/m/sleep_dealer/,1,Art House & International,90 minutes,Maya,"$80,136",18,"$35,050",18,4/17/2009
1070,Every Little Step,2009,92%,/m/every_little_step/,1,Documentary,93 minutes,SPC,"$1,725,141",70,"$68,504",8,4/17/2009
1071,Anvil! The Story of Anvil,2009,98%,/m/anvil_the_story_of_anvil/,1,Documentary,90 minutes,Abr.,"$667,911",27,"$34,651",3,4/10/2009
1072,The Mysteries of Pittsburgh,2009,12%,/m/mysteries_of_pittsburgh/,0,Action & Adventure,95 minutes,PArch,"$80,238",20,"$37,572",20,4/10/2009
1073,Faubourg 36 (Paris 36),2009,63%,/m/paris_36/,0,Art House & International,102 minutes,,,,,,
1074,Sugar,2008,92%,/m/10009355-sugar/,1,Drama,114 minutes,,,,,,
1075,Adventureland,2009,89%,/m/adventureland/,1,Comedy,106 minutes,Mira.,"$16,044,025","1,876","$5,722,039","1,862",4/3/2009
1076,Tulpan,2009,96%,/m/tulpan/,1,Art House & International,100 minutes,Zeit.,"$158,741",4,"$8,620",1,4/1/2009
1077,Monsters vs. Aliens,2009,72%,/m/monsters_vs_aliens/,1,Action & Adventure,94 minutes,,,,,,
1078,Goodbye Solo,2009,94%,/m/goodbye_solo/,1,Comedy,91 minutes,RAtt.,"$870,781",34,"$38,042",3,3/27/2009
1079,Hunger,2009,90%,/m/1200841-hunger/,1,Art House & International,92 minutes,,,,,,
1080,Knowing,2009,34%,/m/knowing/,0,Drama,121 minutes,Sum.,"$79,957,634","3,337","$24,604,751","3,332",3/20/2009
1081,Duplicity,2009,64%,/m/duplicity_2009/,1,Drama,125 minutes,Uni.,"$40,572,825","2,579","$13,965,110","2,574",3/20/2009
1082,Race to Witch Mountain,2009,43%,/m/race_to_witch_mountain/,0,Action & Adventure,99 minutes,BV,"$67,172,594","3,268","$24,402,214","3,187",3/13/2009
1083,Sunshine Cleaning,2009,72%,/m/sunshine_cleaning/,0,Comedy,91 minutes,Over.,"$12,062,558",642,"$219,190",4,3/13/2009
1084,La Belle Personne (The Beautiful Person),2008,50%,/m/1210310-belle_personne/,0,Art House & International,97 minutes,,,,,,
1085,Watchmen,2009,65%,/m/watchmen/,0,Action & Adventure,163 minutes,WB,"$107,509,799","3,611","$55,214,334","3,611",3/6/2009
1086,Maria Larssons eviga ögonblick (Everlasting Moments) (Maria Larsson's Everlasting Moment),2009,90%,/m/everlasting_moments/,1,Art House & International,125 minutes,,,,,,
1087,El Cant dels Ocells (Birdsong),2008,100%,/m/cant_dels_ocells/,1,Art House & International,110 minutes,,,,,,
1088,Examined Life,2009,77%,/m/examined_life/,1,Art House & International,87 minutes,Zeit.,"$120,712",6,"$12,085",1,2/25/2009
1089,Madea Goes to Jail,2009,29%,/m/madea-goes-to-jail/,0,Comedy,102 minutes,,,,,,
1090,Katyn,2009,94%,/m/1207748-katyn/,1,Art House & International,121 minutes,Koch,"$118,095",2,"$11,053",1,2/18/2009
1091,Two Lovers,2008,82%,/m/two_lovers/,1,Drama,100 minutes,Magn.,"$3,149,034",148,"$94,986",7,2/13/2009
1092,The International,2009,59%,/m/international/,0,Drama,118 minutes,Sony,"$25,450,527","2,364","$9,331,739","2,364",2/13/2009
1093,2009 Academy-Award Nominated Short Films,2009,94%,/m/2009_academy_nominated_shorts/,1,,,,,,,,
1094,Coraline,2009,90%,/m/coraline/,1,Action & Adventure,101 minutes,Focus,"$75,286,229","2,320","$16,849,640","2,299",2/6/2009
1095,The Uninvited,2009,32%,/m/uninvited_2009/,0,Drama,87 minutes,P/DW,"$28,596,818","2,344","$10,325,824","2,344",1/30/2009
1096,Medicine for Melancholy,2008,83%,/m/medicine_for_melancholy/,1,Comedy,90 minutes,IFC,"$111,551",7,"$12,625",1,1/30/2009
1097,California Dreamin' (Nesfarsit) (Endless),2007,89%,/m/california_dreamin/,1,Art House & International,155 minutes,,,,,,
1098,Inkheart,2009,38%,/m/inkheart/,0,Action & Adventure,106 minutes,WB (NL),"$17,303,424","2,655","$7,601,379","2,655",1/23/2009
1099,Of Time and the City,2009,95%,/m/of_time_and_the_city/,1,Documentary,77 minutes,Strand,"$32,677",2,"$5,595",1,1/21/2009
1100,Kirschblüten - Hanami (Cherry Blossoms),2008,81%,/m/cherry_blossoms_hanami/,1,Art House & International,124 minutes,,,,,,
1101,Notorious,2009,51%,/m/10009632-notorious/,0,Drama,123 minutes,,,,,,
1102,Not Easily Broken,2009,33%,/m/not_easily_broken/,1,Drama,100 minutes,SGem,"$10,572,742",725,"$5,314,278",724,1/9/2009
1103,Made in U.S.A.,1966,89%,/m/1207721-made_in_usa/,1,Art House & International,90 minutes,,,,,,
1104,Defiance,2009,57%,/m/10009458-defiance/,0,Drama,137 minutes,ParV,"$28,644,813","1,793","$123,513",2,12/31/2008
1105,The Spirit,2008,14%,/m/the_spirit/,0,Action & Adventure,102 minutes,,,,,,
1106,Waltz with Bashir,2008,96%,/m/waltz_with_bashir/,1,Animation,90 minutes,SPC,"$2,283,849",208,"$50,021",5,12/25/2008
1107,The Curious Case of Benjamin Button,2008,72%,/m/curious_case_of_benjamin_button/,1,Drama,166 minutes,Par.,"$127,509,326","2,988","$26,853,816","2,988",12/25/2008
1108,La Graine et le Mulet (The Secret of the Grain) (Couscous),2007,92%,/m/10009066-la_graine_et_le_mulet/,1,Art House & International,151 minutes,,,,,,
1109,Seven Pounds,2008,27%,/m/seven_pounds/,0,Drama,123 minutes,Sony,"$69,951,824","2,758","$14,851,136","2,758",12/19/2008
1110,Yes Man,2008,46%,/m/yes_man/,0,Comedy,104 minutes,,,,,,
1111,The Wrestler,2008,98%,/m/the_wrestler/,1,Drama,109 minutes,FoxS,"$26,238,243",776,"$202,714",4,12/17/2008
1112,The Day the Earth Stood Still,2008,21%,/m/day_the_earth_stood_still/,0,Science Fiction & Fantasy,103 minutes,,,,,,
1113,Che: Part One (The Argentine),2009,66%,/m/1221112-che/,1,Art House & International,262 minutes,,,,,,
1114,Wendy and Lucy,2008,85%,/m/wendy_and_lucy/,1,Drama,80 minutes,Osci.,"$865,695",40,"$18,218",2,12/10/2008
1115,Punisher: War Zone,2008,27%,/m/punisher_war_zone/,0,Action & Adventure,102 minutes,LGF,"$8,050,977","2,508","$4,271,451","2,508",12/5/2008
1116,Punisher: War Zone,2008,27%,/m/punisher_war_zone/,0,Action & Adventure,102 minutes,LGF,"$8,050,977","2,508","$4,271,451","2,508",12/5/2008
1117,Cadillac Records,2008,67%,/m/cadillac_records/,1,Drama,108 minutes,Sony,"$8,195,551",701,"$3,445,559",687,12/5/2008
1118,Four Christmases,2008,25%,/m/four_christmases/,1,Comedy,89 minutes,WB (NL),"$120,146,040","3,540","$31,069,826","3,310",11/26/2008
1119,Milk,2008,94%,/m/milk/,1,Drama,128 minutes,,,,,,
1120,The Betrayal - Nerakhoon,2008,93%,/m/nerakhoon/,1,Art House & International,96 minutes,,,,,,
1121,Bolt,2008,89%,/m/bolt/,1,Action & Adventure,96 minutes,BV,"$114,053,579","3,654","$26,223,128","3,651",11/21/2008
1122,Un Conte de Noël (A Christmas Tale),2008,86%,/m/10009929-a_christmas_tale/,1,Art House & International,150 minutes,,,,,,
1123,Quantum of Solace,2008,65%,/m/quantum_of_solace/,0,Action & Adventure,105 minutes,Sony,"$168,368,427","3,501","$67,528,882","3,451",11/14/2008
1124,JCVD (Van Dammage),2008,83%,/m/jcvd/,0,Action & Adventure,92 minutes,,,,,,
1125,Soul Men,2008,45%,/m/10009635-soul_men/,1,Comedy,100 minutes,MGM/W,"$12,082,391","2,048","$5,401,605","2,044",11/7/2008
1126,Tussenstand (Stages),2007,44%,/m/10010317-stages/,0,Art House & International,80 minutes,,,,,,
1127,Plus Tard (One Day You'll Understand) (Later),2008,64%,/m/plus_tard/,1,Art House & International,89 minutes,,,,,,
1128,Splinter,2008,74%,/m/10010329-splinter/,1,Horror,82 minutes,,,,,,
1129,Zack and Miri Make a Porno,2008,65%,/m/1190296-zack_and_miri_make_a_porno/,1,Comedy,101 minutes,Wein.,"$31,457,946","2,735","$10,065,630","2,735",10/31/2008
1130,Run for Your Life,2008,,/m/run_for_your_life/,1,Documentary,95 minutes,Scre.,"$2,992",1,"$2,537",1,10/29/2008
1131,Changeling,2008,62%,/m/1191742_changeling/,0,Drama,141 minutes,Uni.,"$35,739,802","1,896","$489,015",15,10/24/2008
1132,The Princess of Nebraska,2008,,/m/princess_of_nebraska/,1,Art House & International,77 minutes,Magn.,n/a,n/a,n/a,n/a,N/A
1133,Pride and Glory,2008,35%,/m/pride_and_glory/,0,Drama,130 minutes,,,,,,
1134,I've Loved You So Long,2008,88%,/m/ive_loved_you_so_long/,1,Art House & International,117 minutes,SPC,"$3,169,305",69,"$72,205",9,10/24/2008
1135,What Just Happened?,2008,51%,/m/what_just_happened/,0,Comedy,113 minutes,Magn.,"$1,090,947",88,"$192,508",36,10/17/2008
1136,The Secret Life of Bees,2008,58%,/m/secret_life_of_bees/,0,Action & Adventure,105 minutes,FoxS,"$37,770,162","1,630","$10,527,799","1,591",10/17/2008
1137,Max Payne,2008,16%,/m/max_payne/,0,Action & Adventure,100 minutes,Fox,"$40,689,393","3,381","$17,639,849","3,376",10/17/2008
1138,The Express,2008,61%,/m/1185801-the_express/,1,Drama,130 minutes,,,,,,
1139,Body of Lies,2008,54%,/m/10009225-body_of_lies/,0,Drama,128 minutes,WB,"$39,394,666","2,714","$12,884,416","2,710",10/10/2008
1140,Nick and Norah's Infinite Playlist,2008,74%,/m/nick_and_norahs_infinite_playlist/,1,Comedy,89 minutes,Sony,"$31,487,293","2,421","$11,311,751","2,421",10/3/2008
1141,Eagle Eye,2008,26%,/m/eagle_eye/,0,Drama,117 minutes,P/DW,"$101,440,743","3,614","$29,150,721","3,510",9/26/2008
1142,Rachel Getting Married,2008,84%,/m/rachel_getting_married/,1,Drama,113 minutes,SPC,"$12,796,841",391,"$293,369",9,10/3/2008
1143,Blindness,2008,43%,/m/1188215-blindness/,1,Drama,120 minutes,Mira.,"$3,351,751","1,690","$1,950,260","1,690",10/3/2008
1144,Miracle at St. Anna,2008,34%,/m/miracle_at_st_anna/,1,Drama,160 minutes,BV,"$7,919,117","1,185","$3,477,996","1,185",9/26/2008
1145,Appaloosa,2008,77%,/m/10008785-appaloosa/,1,Action & Adventure,115 minutes,WB (NL),"$20,211,394","1,290","$248,847",14,9/19/2008
1146,Lakeview Terrace,2008,45%,/m/1196215-lakeview_terrace/,0,Drama,110 minutes,SGem,"$39,263,506","2,574","$15,004,672","2,464",9/19/2008
1147,The Women,2008,13%,/m/10009516-women/,0,Comedy,114 minutes,,,,,,
1148,Moving Midway,2008,100%,/m/moving_midway/,1,Documentary,98 minutes,FRun,"$40,864",4,"$6,539",2,9/12/2008
1149,Un Secret (A Secret),2008,80%,/m/un_secret/,1,Drama,105 minutes,,,,,,
1150,Hallam Foe (Mister Foe),2007,72%,/m/mister_foe/,1,Comedy,95 minutes,,,,,,
1151,Babylon A.D.,2008,6%,/m/babylon_ad/,0,Action & Adventure,90 minutes,,,,,,
1152,Sukiyaki Western Django,2008,56%,/m/sukiyaki_western_django/,1,Action & Adventure,120 minutes,First,"$50,659",4,"$9,856",1,8/29/2008
1153,Traitor,2008,64%,/m/traitor/,1,Drama,114 minutes,,,,,,
1154,Bottle Shock,2008,48%,/m/bottle_shock/,0,Comedy,112 minutes,Free,"$4,078,607",401,"$278,075",48,8/6/2008
1155,Profit Motive & the Whispering Wind,2008,91%,/m/1200845-profit_motive_and_the_whispering_wind/,1,Documentary,58 minutes,,,,,,
1156,Brideshead Revisited,2008,63%,/m/brideshead_revisited/,0,Drama,133 minutes,Mira.,"$6,432,256",501,"$339,616",33,7/25/2008
1157,American Teen,2008,69%,/m/american_teen/,1,Documentary,101 minutes,ParV,"$942,441",109,"$45,589",5,7/25/2008
1158,Man on Wire,2008,100%,/m/man_on_wire/,1,Documentary,94 minutes,Magn.,"$2,962,242",93,"$51,392",2,7/25/2008
1159,Ningen no joken I (The Human Condition I) (No Greater Love),1959,89%,/m/ningen_no_joken_i/,1,Art House & International,208 minutes,,,,,,
1160,Mamma Mia!,2008,54%,/m/mamma_mia/,0,Comedy,109 minutes,Uni.,"$144,130,063","3,194","$27,751,240","2,976",7/18/2008
1161,Hellboy II: The Golden Army (Hellboy 2),2008,85%,/m/hellboy_2_the_golden_army/,1,Action & Adventure,120 minutes,,,,,,
1162,Full Battle Rattle,2008,77%,/m/full_battle_rattle_2008/,1,Documentary,92 minutes,MEnd,"$12,306",1,"$3,216",1,7/9/2008
1163,Gonzo: The Life and Work of Hunter S. Thompson,2008,86%,/m/gonzo-the-life-and-work-of-dr-hunter-s-thompson/,1,Documentary,119 minutes,,,,,,
1164,The Wackness,2008,69%,/m/wackness/,1,Comedy,99 minutes,SPC,"$2,077,116",142,"$138,401",6,7/3/2008
1165,WALL-E,2008,96%,/m/wall_e/,1,Action & Adventure,97 minutes,BV,"$223,808,164","3,992","$63,087,526","3,992",6/27/2008
1166,Brick Lane,2008,66%,/m/brick_lane/,0,Drama,101 minutes,SPC,"$1,095,398",49,"$47,124",7,6/20/2008
1167,The Love Guru,2008,14%,/m/love_guru/,0,Comedy,87 minutes,Par.,"$32,235,793","3,012","$13,907,130","3,012",6/20/2008
1168,The Bridge of Warsaw (Pont de Varsovia),,,/m/warsaw_bridge/,1,Art House & International,90 minutes,,,,,,
1169,My Winnipeg,2007,94%,/m/1195800-my_winnipeg/,1,Documentary,80 minutes,IFC,"$159,363",10,"$14,309",2,6/13/2008
1170,The Incredible Hulk,2008,67%,/m/the_incredible_hulk/,1,Action & Adventure,112 minutes,Uni.,"$134,806,913","3,508","$55,414,050","3,505",6/13/2008
1171,The Incredible Hulk,2008,67%,/m/the_incredible_hulk/,1,Action & Adventure,112 minutes,Uni.,"$134,806,913","3,508","$55,414,050","3,505",6/13/2008
1172,Mongol,2008,87%,/m/mongol/,1,Classics,121 minutes,PicH,"$5,705,761",253,"$135,326",5,6/6/2008
1173,You Don't Mess With the Zohan,2008,38%,/m/you_dont_mess_with_the_zohan/,1,Comedy,113 minutes,,,,,,
1174,Wedding Director (Il Regista di Matrimoni),2008,56%,/m/wedding_director/,1,Comedy,105 minutes,,,,,,
1175,Savage Grace,2007,38%,/m/savage_grace/,0,Drama,94 minutes,IFC,"$435,746",22,"$22,311",2,5/28/2008
1176,Delta,2009,69%,/m/10009938-delta/,1,Art House & International,110 minutes,,,,,,
1177,Auf der Anderen Seite (The Edge of Heaven) (On the Other Side),2007,89%,/m/1193111-edge_of_heaven/,1,Drama,122 minutes,,,,,,
1178,The Chronicles of Narnia: Prince Caspian,2008,67%,/m/chronicles_of_narnia_prince_caspian/,1,Action & Adventure,144 minutes,BV,"$141,621,490","3,929","$55,034,805","3,929",5/16/2008
1179,The Tracey Fragments,2008,34%,/m/tracey_fragments/,1,Drama,77 minutes,Think,"$32,645",4,n/a,n/a,5/9/2008
1180,"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies)",2008,76%,/m/1197120-oss_117_cairo_nest_of_spies/,0,Action & Adventure,99 minutes,,,,,,
1181,Speed Racer,2008,39%,/m/speed_racer/,0,Action & Adventure,135 minutes,WB,"$43,945,766","3,606","$18,561,337","3,606",5/9/2008
1182,Iron Man,2008,94%,/m/iron_man/,1,Action & Adventure,126 minutes,,,,,,
1183,Mister Lonely,2007,47%,/m/1192616-mister_lonely/,1,Art House & International,112 minutes,IFC,"$167,396",8,"$16,769",1,5/2/2008
1184,Harold & Kumar Escape from Guantanamo Bay,2008,53%,/m/harold_and_kumar_2/,1,Comedy,101 minutes,,,,,,
1185,Roman de gare,2007,88%,/m/roman_de_gare/,1,Drama,103 minutes,,,,,,
1186,Stuff and Dough (Marfa si banii),2008,73%,/m/stuff_and_dough/,1,Art House & International,91 minutes,,,,,,
1187,Where in the World Is Osama Bin Laden?,2008,38%,/m/where_in_the_world_is_osama_bin_laden/,0,Documentary,93 minutes,Wein.,"$384,955",102,"$148,698",102,4/18/2008
1188,Where in the World Is Osama Bin Laden?,2008,38%,/m/where_in_the_world_is_osama_bin_laden/,0,Documentary,93 minutes,Wein.,"$384,955",102,"$148,698",102,4/18/2008
1189,The Forbidden Kingdom,2008,65%,/m/forbidden_kingdom/,1,Action & Adventure,104 minutes,LGF,"$52,075,270","3,151","$21,401,121","3,151",4/18/2008
1190,Forgetting Sarah Marshall,2008,85%,/m/forgetting_sarah_marshall/,1,Comedy,118 minutes,Uni.,"$63,172,463","2,872","$17,725,330","2,798",4/18/2008
1191,Ping Guo (Lost in Beijing),2008,50%,/m/1192806-lost_in_beijing/,1,Art House & International,112 minutes,,,,,,
1192,Smart People,2008,49%,/m/1192938-smart_people/,1,Comedy,95 minutes,Mira.,"$9,511,289","1,119","$4,092,465","1,106",4/11/2008
1193,The Visitor,2008,89%,/m/10008820-visitor/,1,Drama,104 minutes,,,,,,
1194,Campaign,,,/m/senkyo/,1,Art House & International,120 minutes,,,,,,
1195,My Blueberry Nights,2007,47%,/m/my_blueberry_nights/,0,Drama,90 minutes,Wein.,"$867,275",69,"$74,146",6,4/4/2008
1196,Meduzot (Jellyfish),2008,88%,/m/meduzot/,1,Comedy,78 minutes,,,,,,
1197,Leatherheads,2008,53%,/m/leatherheads/,0,Comedy,114 minutes,Uni.,"$31,373,938","2,798","$12,682,595","2,769",4/4/2008
1198,Superhero Movie,2008,17%,/m/1159618-superhero/,0,Action & Adventure,86 minutes,MGM/W,"$25,881,068","2,965","$9,510,297","2,960",3/28/2008
1199,Mio Fratello è Figlio Unico (My Brother Is an Only Child),2007,87%,/m/mio_fratello_e_figlio_unico/,1,Art House & International,99 minutes,,,,,,
1200,Stop-Loss,2008,64%,/m/stop_loss/,1,Drama,111 minutes,,,,,,
1201,Irina Palm,2008,68%,/m/irina_palm/,1,Art House & International,103 minutes,Strand,"$44,383",4,"$3,474",1,3/21/2008
1202,Meet The Browns,2008,32%,/m/meet-the-browns2008/,1,Comedy,101 minutes,,,,,,
1203,Love Songs,2008,59%,/m/love_songs_2008/,1,Art House & International,95 minutes,IFC,"$104,567",7,"$20,488",2,3/21/2008
1204,Funny Games,2008,52%,/m/1175174-funny_games/,0,Mystery & Suspense,112 minutes,WIP,"$1,294,919",288,"$544,833",286,3/14/2008
1205,Dr. Seuss' Horton Hears a Who!,2008,79%,/m/horton-hears-a-who2008/,0,Action & Adventure,86 minutes,Fox,"$154,529,439","3,961","$45,012,998","3,954",3/14/2008
1206,I Can No Longer Hear the Guitar (J'entends Plus La Guitare),1991,100%,/m/jentends_plus_la_guitare/,1,Art House & International,98 minutes,,,,,,
1207,Snow Angels,2007,68%,/m/snow_angels/,0,Drama,96 minutes,WIP,"$402,858",47,"$14,247",2,3/7/2008
1208,"10,000 B.C.",2008,8%,/m/10000_bc/,0,Action & Adventure,109 minutes,,,,,,
1209,Chicago 10,2008,80%,/m/chicago_10/,0,Animation,100 minutes,RAtt.,"$177,490",14,"$42,724",14,2/29/2008
1210,Mýrin (Jar City),2006,95%,/m/myrin/,1,Art House & International,94 minutes,,,,,,
1211,Chop Shop,2008,96%,/m/chop_shop/,1,Art House & International,85 minutes,Koch,"$125,045",3,"$8,475",1,2/27/2008
1212,The Counterfeiters,2007,94%,/m/the_counterfeiters_2007/,1,Drama,99 minutes,SPC,"$5,488,570",170,"$87,514",8,2/22/2008
1213,Be Kind Rewind,2008,66%,/m/be_kind_rewind/,1,Comedy,101 minutes,,,,,,
1214,"Definitely, Maybe",2008,71%,/m/1174278-definitely_maybe/,1,Comedy,112 minutes,,,,,,
1215,The Spiderwick Chronicles,2008,80%,/m/spiderwick_chronicles/,0,Action & Adventure,97 minutes,Par.,"$71,195,053","3,847","$19,004,058","3,847",2/14/2008
1216,Fool's Gold,2008,11%,/m/fools_gold_2008/,0,Action & Adventure,112 minutes,WB,"$70,231,041","3,125","$21,589,295","3,125",2/8/2008
1217,Caramel,2008,92%,/m/caramel/,1,Comedy,95 minutes,RAtt.,"$1,055,580",50,"$71,916",11,2/1/2008
1218,Over Her Dead Body,2008,15%,/m/1190660-over_my_dead_body/,1,Comedy,95 minutes,NL,"$7,563,670","1,977","$4,025,115","1,977",2/1/2008
1219,Rambo (Rambo IV),2008,37%,/m/john_rambo/,1,Action & Adventure,91 minutes,,,,,,
1220,27 Dresses,2008,41%,/m/27_dresses/,0,Comedy,111 minutes,Fox,"$76,808,654","3,074","$23,007,725","3,057",1/18/2008
1221,Summer Palace,2006,74%,/m/summer_palace_2006/,1,Art House & International,140 minutes,Palm,"$63,045",3,"$8,717",1,1/18/2008
1222,Taxi to the Dark Side,2007,100%,/m/taxi_to_the_dark_side/,1,Documentary,106 minutes,Think,"$274,661",20,"$10,930",2,1/18/2008
1223,Beaufort,2008,86%,/m/beaufort/,1,Action & Adventure,131 minutes,Kino,"$102,591",6,"$6,808",2,1/18/2008
1224,First Sunday,2008,13%,/m/first_sunday/,1,Comedy,98 minutes,SGem,"$37,931,869","2,213","$17,714,821","2,213",1/11/2008
1225,The Orphanage,2007,87%,/m/the_orphanage/,1,Drama,105 minutes,PicH,"$7,161,284",707,"$233,323",19,12/28/2007
1226,Persepolis,2007,96%,/m/persepolis/,1,Animation,95 minutes,SPC,"$4,445,756",536,"$88,826",7,12/25/2007
1227,Charlie Wilson's War,2007,82%,/m/charlie_wilsons_war/,1,Comedy,102 minutes,Uni.,"$66,661,095","2,594","$9,656,250","2,575",12/21/2007
1228,Sweeney Todd: The Demon Barber of Fleet Street,2007,86%,/m/sweeney_todd_the_demon_barber_of_fleet_street_2007/,1,Drama,116 minutes,P/DW,"$52,898,073","1,507","$9,300,805","1,249",12/21/2007
1229,A Walk Into the Sea: Danny Williams and the Warhol Factory,2007,79%,/m/a_walk_into_the_sea_danny_williams_and_the_warhol_factory/,1,Documentary,75 minutes,,,,,,
1230,I Am Legend,2007,70%,/m/i_am_legend/,1,Action & Adventure,100 minutes,WB,"$256,393,010","3,648","$77,211,321","3,606",12/14/2007
1231,The Other Side of the Mirror - Bob Dylan Newport 1963-1965,2007,100%,/m/the-other-side-of-the-mirror-bob-dylan-newport-19631965/,1,Documentary,83 minutes,,,,,,
1232,Atonement,2007,83%,/m/atonement/,0,Drama,123 minutes,Focus,"$50,927,067","1,400","$784,145",32,12/7/2007
1233,Juno,2007,94%,/m/juno/,1,Comedy,96 minutes,FoxS,"$143,495,265","2,534","$413,869",7,12/5/2007
1234,The Diving Bell and the Butterfly,2007,94%,/m/the_diving_bell_and_the_butterfly_2007/,1,Drama,112 minutes,Mira.,"$6,003,227",213,"$75,721",3,11/30/2007
1235,Starting Out in the Evening,2007,87%,/m/starting_out_in_the_evening/,1,Art House & International,110 minutes,RAtt.,"$898,786",43,"$76,214",7,11/23/2007
1236,I'm Not There,2007,76%,/m/im_not_there_suppositions_on_a_film_concerning_dylan/,1,Drama,135 minutes,Wein.,"$4,017,609",149,"$730,819",130,11/21/2007
1237,Margot at the Wedding,2007,52%,/m/margot_at_the_wedding/,1,Art House & International,92 minutes,ParV,"$1,959,420",121,"$81,035",2,11/16/2007
1238,Redacted,2007,45%,/m/redacted/,0,Documentary,90 minutes,Magn.,"$65,388",15,"$25,628",15,11/16/2007
1239,Saawariya,2007,39%,/m/10008748-saawariya/,1,Art House & International,138 minutes,Sony,"$885,574",85,"$542,192",85,11/9/2007
1240,No Country for Old Men,2007,93%,/m/no_country_for_old_men/,1,Action & Adventure,122 minutes,Mira.,"$74,283,625","2,037","$1,226,333",28,11/9/2007
1241,Joe Strummer: The Future Is Unwritten,2007,89%,/m/joe_strummer_the_future_is_unwritten/,1,Documentary,124 minutes,IFC,"$248,362",17,"$20,880",2,11/2/2007
1242,Bee Movie,2007,51%,/m/bee_movie/,1,Animation,90 minutes,P/DW,"$126,631,277","3,984","$38,021,044","3,928",11/2/2007
1243,Pete Seeger: The Power of Song,2007,95%,/m/pete_seeger_the_power_of_song/,1,Documentary,91 minutes,Wein.,"$88,312",3,"$11,945",1,10/26/2007
1244,Dan in Real Life,2007,64%,/m/dan_in_real_life/,1,Comedy,98 minutes,BV,"$47,642,963","1,941","$11,809,445","1,921",10/26/2007
1245,Before the Devil Knows You're Dead,2007,88%,/m/before_the_devil_knows_youre_dead/,1,Drama,116 minutes,Think,"$7,084,227",321,"$73,837",2,10/26/2007
1246,Rendition,2007,47%,/m/rendition/,1,Drama,122 minutes,NL,"$9,736,045","2,250","$4,060,012","2,250",10/19/2007
1247,Wristcutters: A Love Story,2007,67%,/m/wristcutters_a_love_story/,1,Art House & International,91 minutes,ADF,"$446,165",91,"$42,808",3,10/19/2007
1248,L' Avocat de la Terreur (Terror's Advocate),2007,86%,/m/10008699-terrors_advocate/,1,Art House & International,130 minutes,,,,,,
1249,We Own the Night,2007,56%,/m/we_own_the_night/,0,Action & Adventure,117 minutes,Sony,"$28,563,179","2,402","$10,826,287","2,362",10/12/2007
1250,Control,2007,87%,/m/control/,1,Drama,122 minutes,,,,,,
1251,My Kid Could Paint That,2007,94%,/m/my_kid_could_paint_that/,1,Documentary,83 minutes,SPC,"$231,574",20,"$26,290",8,10/5/2007
1252,The Heartbreak Kid,2007,29%,/m/the_heartbreak_kid/,0,Comedy,115 minutes,P/DW,"$36,787,257","3,233","$14,022,105","3,229",10/5/2007
1253,The Darjeeling Limited,2007,69%,/m/darjeeling_limited/,1,Action & Adventure,91 minutes,FoxS,"$11,902,715",698,"$134,938",2,9/29/2007
1254,The Kingdom,2007,51%,/m/the_kingdom/,1,Action & Adventure,110 minutes,,,,,,
